what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1366719389998
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1366719406050
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366719411448
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366719427500
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1366719429326
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1366719433600
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366719437594
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366719439200
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1366719451665
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1366719460136
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366719461462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366719475923
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1366719480868
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1366719481086
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1366719481258
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1366719481554
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1366719481804
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1366719482069
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1366719482366
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1366719483099
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1366719483692
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366719485626
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366719502677
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1366719512286
